Year,Model Name,Series,Color,Window Color,Interior Color,Country
2009,'65 Pontiac Bonneville,Classics (Series 5) 12/15,Spectraflame Black,Clear,Green,Thailand
2009,'65 Pontiac Bonneville,Classics (Series 5) 12/15,Spectraflame Purple,Clear,Grey,Thailand
2009,'65 Pontiac Bonneville,Classics (Series 5) 12/15,Spectraflame Purple,Clear,Grey,Thailand
2009,'65 Pontiac Bonneville,Classics 30-Car Set,Spectraflame Dark Copper,Clear,Grey,Thailand
2009,'65 Pontiac Bonneville,Father's Day,Black,Clear,Gold,Malaysia
2013,'65 Pontiac Bonneville,HW City: Graffiti Rides,Metalflake Purple,Tinted (Green),Black,Malaysia
2013,'65 Pontiac Bonneville,HW City: Graffiti Rides,Metalflake Green,Tinted (Orange),Black,Malaysia
2017,'65 Pontiac Bonneville,Vintage American Muscle 5/10,Dark Red,Clear,Black,Thailand
2003,1968 Mustang ('Tooned),2003 First Editions 34/42,Dark Blue,Tinted (Black),None,Malaysia
2003,1968 Mustang ('Tooned),2003 First Editions 34/42,Dark Blue,Tinted (Black),None,Malaysia
2003,1968 Mustang ('Tooned),2003 First Editions 34/42,Dark Blue,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Metalflake Light Olive Green,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Olive Green,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Pink,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Pink,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Metalflake Orange,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Metalflake Orange,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Metalflake Copper,Tinted (Black),None,Malaysia
2006,1968 Mustang ('Tooned),Mainline,Metalflake Copper,Tinted (Black),None,Malaysia
2007,1968 Mustang ('Tooned),Mustang 5-Pack,Black,Tinted (Red),None,China
2010,1968 Mustang ('Tooned),Toon'd Muscle 5-Pack,Metallic Dark Mustard Yellow,Tinted (Black),None,Malaysia
2012,1968 Mustang ('Tooned),Easter Eggsclusives,Metalflake purple,Yellow tint,None,Thailand
2017,1968 Mustang ('Tooned),Tooned 4/10,Red,Tinted (Black),None,Malaysia
2017,1968 Mustang ('Tooned),Tooned 4/10,Blue,Tinted (Black),None,Malaysia
2018,1968 Mustang ('Tooned),Tooned 5/5,Metalflake Gold,Smoke,None,Malaysia
2018,1968 Mustang ('Tooned),Tooned 5/5,Spectraflame Gold,Smoke,None,Malaysia
2018,1968 Mustang ('Tooned),HW Flames 5-Pack,Metallic Green,Smoke,None,Indonesia
2021,1968 Mustang ('Tooned),Tooned 3/5,Satin Black,Clear,None,Malaysia
2021,1968 Mustang ('Tooned),Tooned 3/5,Cream,Blue tint,None,Malaysia
2003,'69 Dodge Daytona ('Tooned),2003 First Editions 30/42,Metalflake Brown,Tinted (Black),Chrome,Malaysia
2004,'69 Dodge Daytona ('Tooned),Hot Wheels Racing 5-Pack,Satin Olive Green,Tinted (Black),None,China
2006,'69 Dodge Daytona ('Tooned),Mopar Madness 5/5,Blue with White Top,Tinted (Black),None,Malaysia
2006,'69 Dodge Daytona ('Tooned),Mopar Madness 5/5,Light Blue with White Top,Tinted (Black),None,Malaysia
2007,'69 Dodge Daytona ('Tooned),Code Car 1/24,Metalflake Blue,Black,None,Malaysia
2007,'69 Dodge Daytona ('Tooned),Code Car 1/24,Metalflake Green,Black,None,Malaysia
2010,'69 Dodge Daytona ('Tooned),Toon'd Muscle 5-Pack,Red,Black,None,Thailand
2017,'69 Dodge Daytona ('Tooned),Tooned 5/10,Orange,Clear,Chrome,Malaysia
2017,'69 Dodge Daytona ('Tooned),Tooned 5/10,Metalflake Purple,Clear,Chrome,Malaysia
2017,'69 Dodge Daytona ('Tooned),Tooned 5/10,ZAMAC,Dark blue tint,Chrome,Malaysia
2018,'69 Dodge Daytona ('Tooned),Muscle Mania 5/10,Blue,Clear,Chrome,Malaysia
2018,'69 Dodge Daytona ('Tooned),Muscle Mania 5/10,Red,Clear,Chrome,Malaysia
2020,'69 Dodge Daytona ('Tooned),Tooned 10/10,Yellow,Clear,Chrome,Malaysia
2003,1969 Pontiac GTO Judge ('Tooned),2003 First Editions 33/42,Orange,Solid Black,Unseen,Malaysia
2004,1969 Pontiac GTO Judge ('Tooned),Autonomicals 1/5,Black,Tinted (Blue),Chrome,"Malaysia, Thailand, China"
2006,1969 Pontiac GTO Judge ('Tooned),Mainline,Black,Tinted (Red),Chrome,Malaysia
2007,1969 Pontiac GTO Judge ('Tooned),Wal-Mart 20-Pack,Black,,,China
2007,1969 Pontiac GTO Judge ('Tooned),Gift Card,Metallic Red,Tinted (Yellow),,Thailand
2010,1969 Pontiac GTO Judge ('Tooned),Toon'd Muscle 5-Pack,Pearl White,Tinted (Black),,Thailand
2003,1989 Batmobile (100%),Dream Halloween,Spectraflame Purple & Black,Purple,Black,China
2004,1989 Batmobile (100%),Batman Shields Up 2-Car Set,Satin Black,Clear,Black,China
2004,1989 Batmobile (100%),Batman Limited Edition,Flat Black,Clear,Black,China
2004,1989 Batmobile (100%),Showcase Hot Wheels: Batman 1/3,Black,Clear,Black,China
2004,1989 Batmobile (100%),Showcase Hot Wheels: Batman 1/3,Charcoal Matte & Purple Metalflake,Yellow,Black,China
2003,'96 Corvette,50th Anniversary of Corvette 2-Car Sets,Dark Blue,Clear,Black & Red,China
2003,'96 Corvette,50th Anniversary of Corvette 2-Car Sets,Red,Clear,Tan,China
2003,1997 Toyota Supra (Hot Tunerz),Hot Tunerz,Orange,Black,None,China
2003,1997 Toyota Supra (Hot Tunerz),Hot Tunerz,Hot Pink,Black,None,China
2003,1997 Toyota Supra (Hot Tunerz),Hot Tunerz,Metalflake Green,Black,None,China
2003,1997 Toyota Supra (Hot Tunerz),Hot Tunerz,Yellow,Black,None,China
2004,1997 Toyota Supra (Hot Tunerz),Hot Tunerz,Metalflake Gold,Black,None,China
2003,2000 Honda Civic Si,Hot Tunerz,Blue,Black,None,China
2003,2000 Honda Civic Si,Hot Tunerz,Red,Black,None,China
2003,2000 Honda Civic Si,Hot Tunerz,Silver,Black,None,China
2004,2000 Honda Civic Si,Hot Tunerz,Chrome,Black,None,China
2004,2000 Honda Civic Si,Hot Tunerz,Antifreeze,Black,None,China
2003,2002 Autonomy Concept,2003 First Editions 35/42,Silver,Blue tint,None,Malaysia
2004,2002 Autonomy Concept,Cyborg Assault 5-Pack,Silver,Red,None,China
2005,2002 Autonomy Concept,White Heat 5/5,White,Purple Tint,none,Malaysia
2005,2002 Autonomy Concept,White Heat 5/5,White,Purple Tint,none,Malaysia
2005,2002 Autonomy Concept,White Heat 5/5,White,Purple Tint,none,Malaysia
2007,2002 Autonomy Concept,Walmart 20-Pack,Silver,Red,none,China
2008,2002 Autonomy Concept,Hybrid Racers 5-Pack,Black,Green,none,Thailand
2003,2002 Cadillac Escalade,Hot Tunerz,Metalflake Red,Black,None,China
2003,2002 Cadillac Escalade,Hot Tunerz,Metalflake Blue,Black,None,China
2003,2002 Cadillac Escalade,Hot Tunerz,Metalflake Gray,Black,None,China
2003,2002 Cadillac Escalade,Hot Tunerz,Black,Black,None,China
2003,2002 Cadillac Escalade,Hot Tunerz,White,Black,None,China
2003,2002 Chevy S10,Hot Tunerz,Purple,Black,None,China
2003,2002 Chevy S10,Hot Tunerz,Metalflake Blue,Black,None,China
2003,2002 Chevy S10,Hot Tunerz,Seafoam Green,Black,None,China
2004,2002 Chevy S10,Hot Tunerz,Red,Black,None,China
2004,2002 Chevy S10,Hot Tunerz,Bright Blue,Black,None,China
2004,2002 Chevy S10,Hot Tunerz,Purple,Black,None,China
2003,'03 Monte Carlo Stocker,Pro Racing,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,B6502
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,B6501
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,B6494
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,B6495
2003,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2004,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2004,'03 Monte Carlo Stocker,Pro Racing Justice League,NA,Clear,Tan,
2004,'03 Monte Carlo Stocker,Pro Racing Color Changer,NA,Clear,Tan,
2004,'03 Monte Carlo Stocker,Pro Racing,NA,Clear,Tan,
2007,'03 Monte Carlo Stocker,San Diego Padres,NA,Clear,Tan,
2009,'03 Monte Carlo Stocker,Racing Rigs,NA,Clear,Black,China
2011,'03 Monte Carlo Stocker,Stock Car Race 5-Pack,NA,Clear,Red,Thailand
2003,'03 Monte Carlo Stocker (basic),MLB Team Promotions,NA,Clear,White / Metal,Thailand
2003,2003 Pontiac Grand Prix,Pro Racing Race Day,Black,Clear,Gray,Thailand
2003,2003 Pontiac Grand Prix,Pro Racing Race Day,Yellow,Clear,Gray,Thailand
2003,2003 Pontiac Grand Prix,Wrenchin' & Racing,Grey,Clear,Gray,Thailand
2003,2003 Pontiac Grand Prix,Pro Racing Race Day,White,Clear,Gray,Thailand
2003,2003 Pontiac Grand Prix,Wrenchin' & Racing,,Clear,Gray,Thailand
2003,2003 Pontiac Grand Prix,Pro Racing Race Day,Orange,Clear,Gray,Thailand
2003,2004 Hummer H2 SUV,Hot Tunerz,Hot Purple,Black,None,China
2004,2004 Hummer H2 SUV,Hot Tunerz,Black,Black,None,China
2004,2004 Hummer H2 SUV,Hot Tunerz,Yellow,Black,None,China
2003,24/Seven,2003 First Editions 12/42,Light Green,Smoke tint,Gray,Malaysia
2003,24/Seven,Highway 35 World Race: Street Breed 11/35,Black,Green tint,Gray,Thailand
2004,24/Seven,2x Turbo Power Launcher,White,Red tint,Gray,Malaysia
2004,24/Seven,Night Breed 5‑Pack,Satin Green,Yellow tint,Black,China
2005,24/Seven,Easter Eggs‑Treme 5‑Pack,Light Blue,Clear,White,Thailand
2006,24/Seven,Drift Kings 3/5,Green,Clear,Black,Malaysia
2006,24/Seven,Drift Kings 3/5,Red,Clear,Black,Malaysia
2007,24/Seven,Hot Wheels Racing 2/4,Blue,Smoke tint,Gray,Malaysia
2007,24/Seven,Hot Wheels Racing 2/4,Blue,Smoke tint,Gray,Malaysia
2008,24/Seven,Customizers Corner Shop 5-Pack,Metalflake Orange,Yellow tint,Chrome,Thailand
2009,24/Seven,Color Shifters,Cold: Blue Warm: White,Smoke tint,Chrome,Thailand
2010,24/Seven,Nightburnerz 8/10,Metallic Dark Red,Tinted (Gray) or Clear,Gray,Malaysia
2011,24/Seven,HW Tunerz 5-Pack,Metalflake Yellow,Smoke tint,White,Thailand
2011,24/Seven,Team Hot Wheels 5-Pack,Blue,Orange tint,Black,Thailand
2012,24/Seven,Thrill Racers: Race Course 5/5,Light Blue,Light blue tint,White,Malaysia
2012,24/Seven,Team Hot Wheels: X-Pandables,Dark Blue,Orange tint,Black,Thailand
2013,24/Seven,Police Pursuit 5‑Pack,Dark Yellow,Smoke tint,Red,Thailand
2014,24/Seven,HW Race: HW Race Team,Metalflake Blue,Light blue tint,White,Malaysia
2014,24/Seven,HW Race: HW Race Team,Metalflake Blue,Light blue tint,White,Malaysia
2014,24/Seven,HW Race: HW Race Team,Pearl White,Blue tint,Gray,Malaysia
2014,24/Seven,HW Race: HW Race Team,Pearl White,Blue tint,Gray,Malaysia
2014,24/Seven,Color Shifters 10/48,warm: Light Green Cold: Black,Green tint,Chrome,Thailand
2015,24/Seven,Color Shifters,Cold: Light Blue Warm: Black,,,Thailand
2016,24/Seven,Police Pursuit 5‑Pack,Metalflake Pink,Purple tint,Black,Thailand
2019,24/Seven,Color Shifters,Cold: Light Green Warm: Black,Green tint,Chrome,Thailand
2022,24/Seven,Color Shifters,Light Green/Black,Green tint,Chrome,Thailand
2023,24/Seven,Mystery Models (Series 1) 10/10,Lime Green,Blue tint,Gray,Malaysia
2024,24/Seven,HW Celebration Racers 9/10,Yellow,Blue tint,Dark gray,Malaysia
2003?,40's Truck,Stretch Racers,Red & Black,NA,NA,China
2003,1/4 Mile Coupe,2003 First Editions 7/42,Metalflake Purple,Clear,Chrome,Malaysia
2003,1/4 Mile Coupe,Mainline,Black,Clear Red,Chrome,China
2003,1/4 Mile Coupe,Highway 35 World Race: Scorchers 30/35,Black,Orange tint,Chrome,Thailand
2004,1/4 Mile Coupe,Demonition 2/5,Metalflake Green,Black,Gold Chrome,Malaysia or Thailand
2004,1/4 Mile Coupe,Auto Affinity: Rockin' Rods 1/4,White & Blue,Clear,Chrome,Thailand
2004,1/4 Mile Coupe,Auto Affinity: Rockin' Rods 1/4,White & Blue,Clear,Chrome,Thailand
2004,1/4 Mile Coupe,Halloween Highway 2-Pack,Metalflake Blue,Black,Chrome,Thailand
2005,1/4 Mile Coupe,Superman vs. Lex Luthor Entertainment 2-Pack,Pearl White,Black,Gold Chrome,Malaysia
2008,1/4 Mile Coupe,Web Trading Cars 14/24,Flat Black,Clear Red,Chrome,Malaysia
2008,1/4 Mile Coupe,Web Trading Cars 14/24,Yellow,Tinted,Chrome,Malaysia
2009,1/4 Mile Coupe,Clover Cars,Dark Green,Clear,Chrome,Malaysia
2010,1/4 Mile Coupe,10-Pack Exclusive,Metalflake Blue,Clear Yellow,Chrome,Malaysia
2010,1/4 Mile Coupe,HW Hot Rods 2/10,Red,Clear Yellow,Chrome,Malaysia
2010,1/4 Mile Coupe,HW Hot Rods 2/10,Metalflake Green,Clear Yellow,Chrome,Malaysia
2011,1/4 Mile Coupe,Dale Jr.'s Picks 8/12,Pearl White,Clear Blue,Chrome,Malaysia
2011,1/4 Mile Coupe,Green Lantern Energy Track,Metalflake Green,Clear Blue,Chrome,Malaysia
2011,1/4 Mile Coupe,Holiday Hot Rods,Light Blue,Clear Yellow,Chrome,Malaysia
2012,1/4 Mile Coupe,Multipack Exclusive,Satin Black,Clear Yellow,Chrome,Malaysia
2013,1/4 Mile Coupe,Multipack Exclusive,Satin Black,Clear Yellow,Chrome,Malaysia
2013,1/4 Mile Coupe,Mystery Models 1/24,Metalflake Blue,Clear Yellow,Chrome,Malaysia
2014,1/4 Mile Coupe,HW Road Trippin' 1/32,Matte Black,Clear Red,Chrome,Malaysia
2015 2016,1/4 Mile Coupe,Super Rigs: Double Demon,Blue,Clear Yellow,Chrome,Malaysia
2003,8 Crate,2003 First Editions 10/42,Black & Silver,Tinted (Purple),Chrome,Malaysia
2003,8 Crate,35 Years of Hot Wheels Book Exclusive,Black & Gold,Tinted (Purple),Chrome,Malaysia
2003,8 Crate,100% Preferred: Ford 2/4,Red & White,Tinted,Chrome,Malaysia
2003,8 Crate,100% Preferred: Ford 2/4,Teal & White,Tinted,Chrome,Malaysia
2004,8 Crate,Cereal Crunchers 2/5,White,Tinted (Red),Chrome,Thailand
2004,8 Crate,Auto Affinity: Special Delivery 3/4,Flat Gray & Flat Light Gray,Clear,Chrome,Thailand
2004,8 Crate,Auto Affinity: Special Delivery 3/4,Metalflake Maroon & White,Clear,Chrome,Thailand
2005,8 Crate,Red Lines 3/5,Metalflake Gray,Tinted (Black),Chrome,Thailand
2005,8 Crate,Red Lines 3/5,Metalflake Gray,Tinted (Black),Chrome,Malaysia
2005,8 Crate,Red Lines 3/5,Metalflake Gray,Tinted (Black),Chrome,Malaysia
2006,8 Crate,Mainline,Dark Blue,Tinted (Red),Chrome,Malaysia
2006,8 Crate,Mainline,Dark Blue,Tinted (Red),Chrome,Thailand
2006,8 Crate,Fright Cars,Metalflake Dark Blue,Tinted (Magenta),Chrome,Malaysia
2008,8 Crate,40 Years of Hot Wheels Set,Flat Dark Blue over Flat Blue,Clear,Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Chrome,Clear,Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Chrome,Clear,Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Spectraflame Red,Tinted (Smoke),Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Spectraflame Red,TInted (Smoke),Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Spectraflame Green,Tinted (Smoke),Chrome,Thailand
2009,8 Crate,Classics (Series 5) 16/30,Spectraflame Green,Tinted (Smoke),Chrome,Thailand
2009,8 Crate,Hot Wheels Classics 30-Car Set,Spectraflame Black,Tinted (Smoke),Chrome,Thailand
2009,8 Crate,Creature Cars 5-Pack,Red,Tinted (Light Grey),Chrome,Thailand
2010,8 Crate,Hot Wheels Garage: Phil's Garage 2/39,Pearl Dark Orange & Metalflake Black,Tinted,Chrome,Thailand
2010,8 Crate,Hot Wheels Garage: Phil's Garage 2/39,Metalflake White & Metalflake Red,Tinted,Chrome,Thailand
2010,8 Crate,Hot Wheels Garage: Phil's Garage 2/39,Metalflake Silver & Blue,Tinted (Blue),Chrome,Thailand
2010,8 Crate,Hot Wheels Garage 30 Car Set,Black & Yellow,Tinted (Yellow),Chrome,Thailand
2012,8 Crate,Nostalgic Brands: DC Comics,Purple,Tinted (Green),Chrome,Thailand
2012,8 Crate,HW Performance 8/10,Flat Black,Tinted (Yellow),Chrome,Thailand Malaysia
2012,8 Crate,HW Performance 8/10,Metalflake Yellow,Tinted,Chrome,Malaysia
2013,8 Crate,Superman 4/6,Metallic Blue,Tinted (Yellow),Chrome,Malaysia
2015,8 Crate,HW Workshop: HW Garage,Dark Red,Tinted (Purple),Chrome,Malaysia
2015,8 Crate,HW Workshop: HW Garage,Spectraflame Dark Red,Tinted (Purple),Chrome,Malaysia
2016,8 Crate,Stars & Stripes 8/10,Metalflake Dark Red & White,Tinted (Light Blue),Chrome,Malaysia
2020,8 Crate,Rod Squad 7/10,Metalflake silver,Tinted (Smoke),Chrome,Malaysia
2020,8 Crate,Rod Squad 7/10,White,Tinted (Smoke),Chrome,Malaysia
2010,8 Crate,Hot Wheels Delivery: Slick Rides 29/34,Metalflake Silver,Tinted (Red),Chrome,Thailand
2010,8 Crate,Hot Wheels Delivery: Slick Rides 29/34,Anodized Antifreeze,Clear,Chrome,Thailand
2011,8 Crate,Cars of the Decades 12/32,Gold,Clear,Chrome,Malaysia
2013,8 Crate,Pop Culture: DC Comics,Antifreeze & Metalflake Teal,Tinted (Purple),Chrome,Thailand
2014,8 Crate,Pop Culture: Marvel,Yellow,Tinted (Green),Chrome,Thailand
2015,8 Crate,Pop Culture: Super Mario Bros.,Purple & Black,Tinted (Yellow),Chrome,Thailand
2003,Acura RSX,Tuners 2 2 Car Set,Red & Black,Smoke tint,Black,China
2003,Airbike Prototype,Charawheels,Red,NA,NA,China
2003,American Guardian,NA,NA,NA,NA,NA
2003,American Guardian,NA,NA,NA,NA,NA
2003,American Guardian,NA,NA,NA,NA,NA
2003,American Guardian,NA,NA,NA,NA,NA
2007,American Guardian,NA,NA,NA,NA,NA
2007,American Guardian,NA,NA,NA,NA,NA
2007,American Guardian,NA,NA,NA,NA,NA
2008,American Guardian,NA,NA,NA,NA,NA
2009,American Guardian,NA,NA,NA,NA,NA
2003,ATV,Hot Wheels Racing: Recreational,White & Black,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,Blue,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,Black & Yellow,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,Red,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,Red,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,Blue & Orange,NA,NA,Thailand
2003,ATV,Hot Wheels Racing: Recreational,White,NA,NA,Thailand
2008,ATV,Desert Race 1000 5-Pack,Black,NA,NA,Thailand
2008,ATV,Desert Race 1000 5-Pack,Black,NA,NA,Thailand
2003,Audacious,2003 First Editions 32/42,Black,Tinted (Orange),Gray,Malaysia
2004,Audacious,T-Hunt 11/12,White,Tinted (Orange),Beige,Malaysia
2004,Audacious,Yu-Gi-Oh vs. Summoned Skull Entertainment 2-Pack,Silver,Clear,Blue,Malaysia
2005,Audacious,Dual Cool 5-Pack,Blue & Lime Green,Clear,Black,China
2005,Audacious,Dual Cool 5-Pack,Blue,Clear,Black,China
2005,Audacious,Dual Cool 5-Pack,Blue,Clear,Black,China
2006,Audacious,Bone Blazers 2/4,Metalflake Dark Blue,Tinted (Red),Red,Malaysia
2006,Audacious,Bone Blazers 2/4,Metalflake Dark Blue,Tinted (Red),Red,Malaysia
2007,Audacious,Code Car 4/24,Metalflake Dark Red,Tinted,Chrome,Malaysia
2007,Audacious,Code Car 4/24,Black,Tinted (Black),Chrome,Malaysia
2007,Audacious,Code Car 4/24,Metalflake Dark Red,Tinted,Chrome,Malaysia
2009,Audacious,Color Shifters,Yellow (Warm) -> Green (Cold),Dark Tinted,White,Thailand
2009,Audacious,Color Shifters,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2009,Audacious,Color Shifters 2-Pack,Light Blue(Warm) -> Light Purple (Cold),Tinted yellow,Chrome,Thailand
2009,Audacious,Color Shifters,Forest Green (Cold) -> Lime Green (Hot),Clear Blue,White,Thailand
2010,Audacious,Color Shifters: Water Revealers,Forest Green (Cold) -> Lime Green (Hot),Clear Blue,White,Thailand
2011,Audacious,Graffiti Rides 5-Pack,Neon Green,Tinted (Yellow),Black,Thailand
2011,Audacious,Color Shifters: Water Revealers,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2012,Audacious,Light Speeders,Yellow,Tinted,Black,Thailand
2013,Audacious,Street Beasts 5-Pack,Metalflake Green,Clear,Tan,Thailand
2013,Audacious,Street Beasts 5-Pack,Metalflake Green,Clear,Tan,Thailand
2014,Audacious,HW City: HW Goal,Green,Tinted (Blue),Yellow,Malaysia
2014,Audacious,HW City: HW Goal,Green,Tinted (Blue),Yellow,Malaysia
2014,Audacious,HW City: HW Goal,Yellow,Tinted (Blue),Green,Malaysia
2014,Audacious,Color Shifters,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2015,Audacious,Mystery Models 9/12,Blue,Tinted (Blue),White,Malaysia
2016,Audacious,Happy Halloween! 2/8,Red,Tinted,Grey,Malaysia
2016,Audacious,Multipack Exclusive,Burgundy,Tinted,White,Malaysia
2016,Audacious,Night Burnerz 5-Pack,White,Tinted,Dark Red,Thailand
2016,Audacious,Poppin' Pizza Shop,White,Tinted (Green),Black,Malaysia
2016,Audacious,Ghostbusters 5/8,Black,Tinted (Red),Grey,Thailand
2017,Audacious,Mystery Models 5/12,Pearl Purple,Tinted,Grey,Malaysia
2017,Audacious,Multipack Exclusive,Metalflake Red,Tinted (Blue),Orange,Malaysia
2017,Audacious,Star Wars: Master/Apprentice 4/8,Matte Orange,Tinted (Blue),Grey,Thailand
2018,Audacious,Checkmate 7/9,Black,Tinted (Purple),Purple,Malaysia
2018,Audacious,Checkmate 7/9,White,Tinted (Purple),Purple,Malaysia
2018,Audacious,Color Shifters,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2019,Audacious,Multipack Exclusive,Green Satin,Tinted (Blue),Baby Blue,Malaysia
2019,Audacious,Multipack Exclusive,Green Satin,Tinted (Blue),Baby Blue,Malaysia
2019,Audacious,Holiday Hot Rods 3/6,Brown,Clear,White,Thailand
2020,Audacious,Flying Customs,Metalflake Purple,Tinted (Blue),Grey,Malaysia
2021,Audacious,Hot Wheels Monster Trucks: Monster Maker,Grey,Tinted (Blue),Black,Thailand
2021,Audacious,HW Art Cars 6/10,Red,Orange,Blue,Malaysia
2022,Audacious,Color Shifters,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2023,Audacious,Batman 5/20,Red,Yellow tint,Black,Malaysia
2024,Audacious,Color Shifters,White (Warm) -> Blue (Cold),Tinted Red,White,Thailand
2003,Auto Vajin Vehicle Mode,Charawheels,Black,NA,NA,China
2003,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2003,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2003,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2004,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2008,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2009,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2010,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2010,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2011,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2011,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2012,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2013,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2013,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2013,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2014,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2014,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2016,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2017,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2018,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2018,Backdraft (Monster Jam),NA,NA,NA,NA,NA
2003,Bass Boat,Hot Wheels Racing: Recreational,Black,,Light Gray,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Black,,Light Gray,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Blue,,White,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Black & Yellow,,Black,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Black,,Light Gray,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Black,,Red,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Yellow,,Red,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,Black,,Red,Thailand
2003,Bass Boat,Hot Wheels Racing: Recreational,White,,Red,Thailand
2003,Beatchaser 2000,Charawheels,Goldenrod,NA,NA,China
2003,Big Dawg,NA,NA,NA,NA,NA
2003,Big Dawg,NA,NA,NA,NA,NA
2003,Black Monster Truck,Charawheels Ultimate Edition,Black,Clear,Black,China
2003,Black Stallion,NA,NA,NA,NA,NA
2004,Black Stallion,NA,NA,NA,NA,NA
2008,Black Stallion,NA,NA,NA,NA,NA
2009,Black Stallion,NA,NA,NA,NA,NA
2010,Black Stallion,NA,NA,NA,NA,NA
2010,Black Stallion,NA,NA,NA,NA,NA
2011,Black Stallion,NA,NA,NA,NA,NA
2011,Black Stallion,NA,NA,NA,NA,NA
2012,Black Stallion,NA,NA,NA,NA,NA
2012,Black Stallion,NA,NA,NA,NA,NA
2012,Black Stallion,NA,NA,NA,NA,NA
2012,Black Stallion,NA,NA,NA,NA,NA
2013,Black Stallion,NA,NA,NA,NA,NA
2013,Black Stallion,NA,NA,NA,NA,NA
2014,Black Stallion,NA,NA,NA,NA,NA
2015,Black Stallion,NA,NA,NA,NA,NA
2018,Black Stallion,NA,NA,NA,NA,NA
2018,Black Stallion,NA,NA,NA,NA,NA
2012,Black Stallion,NA,NA,NA,NA,NA
2003,Blacksmith,NA,NA,NA,NA,NA
2005,Blacksmith,NA,NA,NA,NA,NA
2006,Blacksmith,NA,NA,NA,NA,NA
2010,Blacksmith,NA,NA,NA,NA,NA
2011,Blacksmith,NA,NA,NA,NA,NA
