Year,Model Name,Series,Color,Window Color,Interior Color,Country
2003,Blue Machine,Charawheels Ultimate Edition,Silver,NA,NA,China
2003,Blue Thunder,NA,NA,NA,NA,NA
2003,Blue Thunder,NA,NA,NA,NA,NA
2004,Blue Thunder,NA,NA,NA,NA,NA
2004,Blue Thunder,NA,NA,NA,NA,NA
2004,Blue Thunder,NA,NA,NA,NA,NA
2004,Blue Thunder,NA,NA,NA,NA,NA
2005,Blue Thunder,NA,NA,NA,NA,NA
2005,Blue Thunder,NA,NA,NA,NA,NA
2005,Blue Thunder,NA,NA,NA,NA,NA
2005,Blue Thunder,NA,NA,NA,NA,NA
2005,Blue Thunder,NA,NA,NA,NA,NA
2006,Blue Thunder,NA,NA,NA,NA,NA
2006,Blue Thunder,NA,NA,NA,NA,NA
2006,Blue Thunder,NA,NA,NA,NA,NA
2006,Blue Thunder,NA,NA,NA,NA,NA
2007,Blue Thunder,NA,NA,NA,NA,NA
2007,Blue Thunder,NA,NA,NA,NA,NA
2007,Blue Thunder,NA,NA,NA,NA,NA
2007,Blue Thunder,NA,NA,NA,NA,NA
2007,Blue Thunder,NA,NA,NA,NA,NA
2008,Blue Thunder,NA,NA,NA,NA,NA
2008,Blue Thunder,NA,NA,NA,NA,NA
2008,Blue Thunder,NA,NA,NA,NA,NA
2009,Blue Thunder,NA,NA,NA,NA,NA
2009,Blue Thunder,NA,NA,NA,NA,NA
2009,Blue Thunder,NA,NA,NA,NA,NA
2009,Blue Thunder,NA,NA,NA,NA,NA
2010,Blue Thunder,NA,NA,NA,NA,NA
2010,Blue Thunder,NA,NA,NA,NA,NA
2011,Blue Thunder,NA,NA,NA,NA,NA
2011,Blue Thunder,NA,NA,NA,NA,NA
2011,Blue Thunder,NA,NA,NA,NA,NA
2013,Blue Thunder,NA,NA,NA,NA,NA
2013,Blue Thunder,NA,NA,NA,NA,NA
2014,Blue Thunder,NA,NA,NA,NA,NA
2014,Blue Thunder,NA,NA,NA,NA,NA
2015,Blue Thunder,NA,NA,NA,NA,NA
2015,Blue Thunder,NA,NA,NA,NA,NA
2015,Blue Thunder,NA,NA,NA,NA,NA
2016,Blue Thunder,NA,NA,NA,NA,NA
2016,Blue Thunder,NA,NA,NA,NA,NA
2016,Blue Thunder,NA,NA,NA,NA,NA
2017,Blue Thunder,NA,NA,NA,NA,NA
2018,Blue Thunder,NA,NA,NA,NA,NA
2018,Blue Thunder,NA,NA,NA,NA,NA
2018,Blue Thunder,NA,NA,NA,NA,NA
2003,Boom Box,2003 First Editions 23/42,Metallic Maroon,Smoke tint,Gold Chrome,Malaysia
2003,Boom Box,2003 First Editions 23/42,Metallic Blue,Smoke tint,Gold Chrome,Malaysia
2003,Boom Box,2003 First Editions 23/42,Metallic Blue-Grey,Smoke tint,Gold Chrome,Malaysia
2004,Boom Box,Tag Rides 1/5,Metallic Purple,Smoke tint,Chrome,Malaysia
2004,Boom Box,Tag Rides 1/5,Metallic Purple,Smoke tint,Chrome,Malaysia or China
2005,Boom Box,Twenty + 3/5,Pearl Purple,Smoke tint,Chrome,Malaysia
2005,Boom Box,Twenty + 3/5,Pearl Purple,Smoke tint,Chrome,Malaysia
2005,Boom Box,Twenty + 3/5,Pearl Purple,Smoke tint,Silver,Malaysia
2006,Boom Box,Spy Force 1/5,Black,Green tint,Chrome,Malaysia
2007,Boom Box,Heat Fleet 5-Pack,Metalflake Blue-Gray,Clear,Chrome,China
2008,Boom Box,Team: Hot Trucks 1/4,Pearl Dark Yellow,Red tint,Chrome,Malaysia
2012,Boom Box,HW City Works 5-Pack,Pearl Yellow,Green tint,Chrome,Malaysia
2012,Boom Box,HW City Works 5-Pack,Pearl Yellow,Light blue tint,Gold Chrome,Malaysia
2012,Boom Box,2nd Annual Elliot Handler Memorial Ride,Black,Red tint,Chrome,Thailand
2014,Boom Box,Happy Easter! 4/8,Red,Bright green tint,Chrome,Malaysia
2016,Boom Box,HW Art Cars 9/10,Navy Blue,Clear,White,Malaysia
2016,Boom Box,HW Art Cars 9/10,Spectraflame Navy Blue,Clear,White,Malaysia
2017,Boom Box,Batman 5-Pack,White,Dark blue tint,Grey,Malaysia
2018,Boom Box,Avengers Assemble 5-Pack,Flat Orange,Smoke tint,Gray,Thailand
2020,Boom Box,Spring 5/6,Green,Purple tint,Deep Sky Blue,Malaysia
2022,Boom Box,Disney Classics 5/5,Royal Blue,Smoke tint,Red,Malaysia
2024,Boom Box,Batman 5-Pack,Grey,Blue tint,Black,Indonesia
2003,Bounty Hunter (2003),NA,NA,NA,NA,NA
2003,Bounty Hunter (2003),NA,NA,NA,NA,NA
2004 Series 1,Bounty Hunter (2003),NA,NA,NA,NA,NA
2004 Series 2,Bounty Hunter (2003),NA,NA,NA,NA,NA
2005,Bounty Hunter (2003),NA,NA,NA,NA,NA
2005,Bounty Hunter (2003),NA,NA,NA,NA,NA
2006,Bounty Hunter (2003),NA,NA,NA,NA,NA
2006,Bounty Hunter (2003),NA,NA,NA,NA,NA
2006,Bounty Hunter (2003),NA,NA,NA,NA,NA
2007,Bounty Hunter (2003),NA,NA,NA,NA,NA
2007,Bounty Hunter (2003),NA,NA,NA,NA,NA
2007,Bounty Hunter (2003),NA,NA,NA,NA,NA
2008,Bounty Hunter (2003),NA,NA,NA,NA,NA
2008,Bounty Hunter (2003),NA,NA,NA,NA,NA
2009,Bounty Hunter (2003),NA,NA,NA,NA,NA
2009,Bounty Hunter (2003),NA,NA,NA,NA,NA
2009,Bounty Hunter (2003),NA,NA,NA,NA,NA
2010,Bounty Hunter (2003),NA,NA,NA,NA,NA
2010,Bounty Hunter (2003),NA,NA,NA,NA,NA
2010,Bounty Hunter (2003),NA,NA,NA,NA,NA
2011,Bounty Hunter (2003),NA,NA,NA,NA,NA
2011,Bounty Hunter (2003),NA,NA,NA,NA,NA
2011,Bounty Hunter (2003),NA,NA,NA,NA,NA
2011,Bounty Hunter (2003),NA,NA,NA,NA,NA
2012,Bounty Hunter (2003),NA,NA,NA,NA,NA
2012,Bounty Hunter (2003),NA,NA,NA,NA,NA
2013,Bounty Hunter (2003),NA,NA,NA,NA,NA
2013,Bounty Hunter (2003),NA,NA,NA,NA,NA
2014,Bounty Hunter (2003),NA,NA,NA,NA,NA
2003,Braman,Charawheels Ultimate Edition,Copper,NA,NA,China
2003,Bugatti Veyron,2003 First Editions 18/42,Red & Black,Clear,Tan & Chrome,Malaysia
2003,Bugatti Veyron,2003 First Editions 18/42,Metalflake red & Black,Clear,Tan & Chrome,Malaysia
2006,Bugatti Veyron,Mainline,Metalflake Grey,Clear,White & Chrome,Malaysia
2006,Bugatti Veyron,Mainline,Metalflake Grey,Clear,White,Malaysia
2007,Bugatti Veyron,Mystery Car 14/24,Yellow,Clear,Tan,Malaysia
2007,Bugatti Veyron,Mystery Car 14/24,Pearl White,Light Blue Tint,White,Malaysia
2010,Bugatti Veyron,Hot Auction 2/10,Satin Blue,Light Blue Tint,Tan,Malaysia
2010,Bugatti Veyron,Hot Auction 2/10,Satin Blue,Light Blue Tint,Tan,Malaysia
2010,Bugatti Veyron,Hot Auction 2/10,Satin Red,Clear,Tan,Malaysia
2010,Bugatti Veyron,Speed Machines,Metalflake Black & White,Clear,Tan & Chrome Gold,Malaysia
2021,Bugatti Veyron,1/4 Mile Finals 5/5,Ebony Metallic,Clear,Black,Malaysia
2023,Bugatti Veyron,Bugatti Car Culture 2-Pack,Ebony Metallic,Light smoke tint,Black,Thailand
2003,Cab Forward Truck,Pavement Pounders,Green,Black,Chrome,China
2003,Cab Forward Truck,Truckin' Transporters,Black,Purple,Chrome,China
2004,Cab Forward Truck,Truckin' Transporters,Blue,Black,Chrome,China
2007,Cab Forward Truck,Truckin' Transporters,Yellow,Red,Chrome,China
2008,Cab Forward Truck,Truckin' Transporters,Blue,Black,Chrome,China
2008?,Cab Forward Truck,Truckin' Transporters Easter Speedsters,White,Black,Gold,China
2011,Cab Forward Truck,Racing Rigs Swamp Racer,Yellow,Black,,China
2004,Cab Forward Truck,Truckin' Transporters,NA,Black,Chrome,China
2006,Cab Forward Truck,Truckin' Transporters,NA,Black,Chrome,China
2006,Cab Forward Truck,Truckin' Transporters,NA,Black,Chrome,China
2012,Cab Forward Truck,Racing Rigs Stunt Car,White,Blue,,China
2003,Cadillac Cien Concept,2003 First Editions 15/42,Silver,Red Tint,Chrome,Malaysia
2004,Cadillac Cien Concept,T-Hunt 3/12,Black,Tinted,Red,Malaysia
2004,Cadillac Cien Concept,Auto Affinity: Got Speed? 2/4,Green,Tinted,Grey,Malaysia
2006,Cadillac Cien Concept,Dropstars 2/5,Metalflake Red,Tinted (Black),Chrome,Malaysia
2006,Cadillac Cien Concept,Dropstars 2/5,Metalflake Red,Tinted (Black),Chrome,Malaysia
2006,Cadillac Cien Concept,Dropstars 2/5,Metalflake Red,Tinted (Black),Chrome,Malaysia
2006,Cadillac Cien Concept,Energizer Promo,Metalflake Orange,Tinted,Chrome,Malaysia
2007,Cadillac Cien Concept,Code Car 2/24,Metallic Blue,Tint,Chrome,Malaysia
2009,Cadillac Cien Concept,Connect Cars 10/50,Matte Dark Blue,Dark Smoked,Black,Malaysia
2010,Cadillac Cien Concept,Police Pursuit 5-Pack,Light Blue,Red tint,Red,Thailand
2011,Cadillac Cien Concept,Hot Wheels 10-Pack Exclusive,Metallic Red,Clear,Grey,Malaysia
2012,Cadillac Cien Concept,Thrill Racers - Space 1/5,Metallic Dark Blue,Smoke Tint,Black,Malaysia
2015,Cadillac Cien Concept,Mystery Models (North America) 5/12,Citrus Green,Clear,Light Grey,Thailand
2003,Cadillac Escalade ('Tooned),2003 First Editions 40/42,Metallic Dark Gray,Black,None,Malaysia
2004,Cadillac Escalade ('Tooned),Crank Itz 3/5,Black,Blue tint,None,Thailand
2008,Cadillac Escalade ('Tooned),Happy Birthday!,Metalflake Dark Blue,Black,None,Malaysia
2003,Chaparral 2D,2003 First Editions 9/42,White,Clear,Black,Malaysia
2007,Chaparral 2D,Mystery Car 23/24,Blue,Clear,Grey,Malaysia
2008,Chaparral 2D,Team: Hot Wheels Racing 1/4,Metalflake Dark Blue,Clear,Black,Malaysia
2008,Chaparral 2D,Team: Hot Wheels Racing 1/4,Metalflake Dark Blue,Clear,Black,Malaysia
2012,Chaparral 2D,Multipack Exclusive,White,Light Blue Tint,Grey,Malaysia
2003,Chevy Crew Cab,Slammed 2-Car Set,Orange & Silver,Clear,Black,China
2004,Chevy Crew Cab,Showcase Hot Wheels - Truck Series,Gray & White,Clear,Black,China
2004,Chevy Crew Cab,Showcase Hot Wheels - Truck Series (Hobby),Purple & White,Clear,Black,China
2004,'27 Miller,Auto Affinity: Rebel Rods 2/4,Metalflake White,,Black,China
2004,'27 Miller,Auto Affinity: Rebel Rods 2/4,Red & Silver,,Black,China
2004,'33 Ford,Auto Affinity: Great 8s 4/4,Blue,Clear,Tan,China
2004,'33 Ford,Auto Affinity: Great 8s 4/4,Silver,Clear,Tan,China
2004,'33 Ford,Auto Affinity: Great 8s 4/4,Yellow,Clear,Dark Tan,China
2005,'33 Ford,Mainline,Yellow,Tinted (Orange),Black,Malaysia
2005,'33 Ford,Mainline,Flat Tan,Clear,Black,Malaysia
2005,'33 Ford,California Dreamin' 10-Pack,Black,Clear,Red,Malaysia
2005,'33 Ford,Real Riders,Magenta,Clear,Grey,Malaysia
2007,'33 Ford,Ragtops & Roadsters 2/4,Metalflake Black,Clear,Red,Malaysia
2007,'33 Ford,Ragtops & Roadsters 2/4,Metalflake Black,Clear,Red,Malaysia
2009,'33 Ford,Larry's Garage 18/20,Black and Metalflake Silver,Light Blue Tinted,Brown,Malaysia
2009,'33 Ford,Larry's Garage 18/20,Metallic Green,Light Blue Tinted,White,Malaysia
2009,'33 Ford,Larry's Garage 18/20,Red,Light Blue Tinted,Tan,Malaysia
2009,'33 Ford,Larry's Garage 18/20,Metallic Grey,Red Tinted,Black,Malaysia
2009,'33 Ford,Larry's Garage 21-Car Collection,White & Black,Clear,Red,Malaysia
2011,'33 Ford,Cars of the Decades 1/32,Dark Yellow,Clear,Black,Malaysia
2013,'33 Ford,Jukebox 2/32,Gold & Black,Clear,Black,Malaysia
2014,'33 Ford,Multipack Exclusive,Blue,Tinted,Black,Malaysia
2015,'33 Ford,9-Pack Exclusive,Black,Clear,Red,Malaysia
2015,'33 Ford,9-Pack Exclusive,Metalflake Silver,Green,Green,Malaysia
2015,'33 Ford,9-Pack Exclusive,Yellow,Clear,Black,Malaysia
2021,'33 Ford,Happy Halloween 1/5,Metalflake Olive Green,Clear,Red,Malaysia
2021,'33 Ford,Multipack Exclusive,Red,Blue,Black,Malaysia
2023,'33 Ford,Halloween 1/5,Metalflake Olive Green,Clear,Red,Indonesia
2025,'33 Ford,Mystery Models (Series 2) 3/10,,,,Malaysia
2004,'34 Ford Delivery,Auto Affinity: Special Delivery 4/4,Metalflake Blue & White,Clear,Beige,China
2004,'34 Ford Delivery,Auto Affinity: Special Delivery 4/4,Metalflake Gold,Clear,Beige,China
2004,'34 Ford Delivery,Auto Affinity: Special Delivery 4/4,Spectraflame Blue,Clear,Beige,China
2004,'34 Ford Delivery,Early Times,Red,Clear,Black,China
2004,'34 Ford Delivery,Larry Wood's 35th Anniversary Set,Orange,Clear,Black,China
2005,'34 Ford Delivery,5th Annual Hot Wheels Collectors Nationals,Black,Clear,Black,China
2009,'34 Ford Delivery,Treasure Hunts 6/12,Metalflake Black,Red Tint,Red,Malaysia
2009,'34 Ford Delivery,Trea$sure Hunt$ 6/12,Metalflake Black,Red Tint,Red,Malaysia
2009,'34 Ford Delivery,Sweet Rides,Metalflake Dark Green & White,Tinted (Smoke),White,Malaysia
2010,'34 Ford Delivery,Sweet Rides 20-Car Set,Metalflake Dark Green & White,Tinted (Smoke),Gray,Thailand
2010,'34 Ford Delivery,Slick Rides 10/34,Red & White. Black Fenders,Clear,Black,Thailand
2013,'34 Ford Delivery,Jukebox 1/32,Metalflake Copper & Beige,Clear,Black,Malaysia
2004,'47 Chevy Fleetline,2004 First Editions 28/100,Metalflake Lavender,Smoke tint,White,Malaysia
2004,'47 Chevy Fleetline,2004 First Editions 28/100,Metalflake Lavender,Smoke tint,White,Malaysia
2004,'47 Chevy Fleetline,2004 First Editions 28/100,ZAMAC,Smoke tint,White,Malaysia
2004,'47 Chevy Fleetline,Auto Affinity: Blvd. Bruisers 2/4,Metalic Burgundy,Smoke tint,White,Malaysia
2004,'47 Chevy Fleetline,Auto Affinity: Blvd. Bruisers 2/4,Metalic Rust Orange,Smoke tint,White,Malaysia
2004,'47 Chevy Fleetline,4th Annual Hot Wheels Collectors Nationals,White,Blue tint,Black,Malaysia
2005,'47 Chevy Fleetline,Mainline,Black,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Mainline,Black,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Holiday Rods 2/5,Satin Gold,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Holiday Rods 2/5,Satin Gold,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Holiday Rods 2/5,Satin Blue,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Holiday Rods 2/5,Satin Green,Clear,White,Malaysia
2005,'47 Chevy Fleetline,Holiday Rods 2/5,Satin Red,Clear,White,Malaysia
2006,'47 Chevy Fleetline,Mainline,Matte Black,Red tint,Black,Malaysia
2006,'47 Chevy Fleetline,Fright Cars,Metalflake Dark Red,Yellow tint,Black,Malaysia
2008,'47 Chevy Fleetline,Holiday Hot Rods,Metalflake Green,Clear,White,Malaysia
2008,'47 Chevy Fleetline,Holiday Hot Rods 3-Pack,Metalflake Gold,Clear,White,Malaysia
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Yellow,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Yellow,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Purple,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Purple,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Steel Blue,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics (Series 5) 9/30,Spectraflame Steel Blue,Smoke tint,Black,Thailand
2009,'47 Chevy Fleetline,Classics 30-Car Set,Spectralame Blue,Smoke tint,Black,Thailand
2011,'47 Chevy Fleetline,Cars of the Decades 7/32,Metallic Blue,Clear,Gray,Malaysia
2012,'47 Chevy Fleetline,HW City Works 9/10,Yellow,Smoke tint,White,Malaysia
2012,'47 Chevy Fleetline,HW City Works 9/10,Aqua,Yellow tint,White,Malaysia
2013,'47 Chevy Fleetline,Jukebox 6/32,Metalflake Dark Red w/ Black fender,Smoke tint,Beige,Malaysia
2014,'47 Chevy Fleetline,Cool Classics 14/30,Spectrafrost Pink,Clear,Gray,Thailand
2015,'47 Chevy Fleetline,HW Road Trippin' 11/21,Flat Metalflake Gold w/ Flat Black roof,Blue tint,Black,Malaysia
2022,'47 Chevy Fleetline,Rod Squad 1/5,Yellow,Smoke tint,Black,Malaysia
2022,'47 Chevy Fleetline,Rod Squad 1/5,Flat Black,Smoke tint,Yellow,Malaysia
2024,'47 Chevy Fleetline,HW First Response 2/10,Black,Blue tint,Gray,Malaysia
2004,'48 Austin Coupe,Classical Gassers 2-Car Set,Red,Tinted (Yellow),Black,China
2004,'49 Merc,Auto Affinity: Kool & Kustom 2/4,Metalflake Orange,Clear,Gray & Orange,China
2004,'49 Merc,Auto Affinity: Kool & Kustom 2/4,Metalflake Purple,Clear,White & Purple,China
2004,'49 Merc,Auto Affinity: Kool & Kustom 2/4,Spectraflame Blue,Clear,Gray,China
2004,'49 Merc,Larry Wood World Tour 4-Car Set,Spectraflame Ice Blue,Clear,White & Blue,China
2004,'49 Merc,Larry Wood's 35th Anniversary Set,Gray,Clear,White & Red,China
2004,'49 Merc,Employee Holiday Release,Spectraflame Red,Clear,White,China
2005,'49 Merc,5th Annual Hot Wheels Collectors Nationals 2/5,Black,Clear,Black & white,China
2005,'49 Merc,Holiday Rods 3/5,Light Blue,Clear,White,Malaysia
2005,'49 Merc,Holiday Rods 3/5,Gold,Clear,White,Malaysia
2005,'49 Merc,Holiday Rods 3/5,Green,Clear,White,Malaysia
2005,'49 Merc,Holiday Rods 3/5,Red,Clear,White,Malaysia
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Light Purple,Clear,White & Purple,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Blue,Clear,White & Blue,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Dark Gold,Clear,Tan & Brown,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Gold,Clear,Tan & Orange,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Antifreeze,Clear,White & Yellow,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Green,Clear,Tan & Green,Thailand
2006,'49 Merc,Classics (Series 2) 22/30,Spectraflame Green,Clear,White & Green,Thailand
2009,'49 Merc,Treasure Hunt 9/12,Metalflake Dark Copper,Clear,Pearl Tan with brown seats,Malaysia
2009,'49 Merc,Trea$sure Hunt$ 9/12,Spectraflame Dark Copper,Clear,Pearl Tan with brown seats,Malaysia
2012,'49 Merc,Cars of the Decades 7/32,Tan,Clear,Maroon,Malaysia
2012,'49 Merc,HWC Series 11 - Real Riders 1/6,Spectraflame Green,Tinted (Green),Pale Green,China
2013,'49 Merc,Jukebox 8/32,Metallic Purple,Clear,Orange,Malaysia
2020,'49 Merc,HW Flames 1/10,Metallic Red,Yellow,Pearl White,Malaysia
2021,'49 Merc,Convertibles 7/10,Green,Clear,White,Malaysia
2022,'49 Merc,Disney Classics 2/5,Metalflake Tyrian Purple,Smoke tint,Black,Malaysia
2023,'49 Merc,Batman 5-Pack,Light blue,Tinted (smoke),Black,Indonesia
2004,'49 Merc (Hardnoze),2004 First Editions 19/100,Dark Green and Light Green,Tinted (Black),Chrome,Malaysia
2004,'49 Merc (Hardnoze),2004 First Editions 19/100,ZAMAC,Tinted (Black),Chrome,Malaysia
2005,'49 Merc (Hardnoze),Crazed Clowns II 1/5,Gold,Tinted (Yellow),Chrome,Malaysia
2006,'49 Merc (Hardnoze),Highway Horror 3/5,Metalflake Copper,Tinted (Orange),Gold,Malaysia
2016,'49 Merc (Hardnoze),Mystery Models (International) 4/12,Flat Black,Tinted (Red),Chrome,Malaysia
2004,'51 Henry J Gasser,Classical Gassers 2-Car Set,Blue,Tinted (Gray),Black,China
2004,'56 Ford Fairlane Crown Victoria,Showcase Hot Wheels: Custom Cruiser 1/4,Red & White,Clear,White,China
2004,'56 Ford Fairlane Crown Victoria,Showcase Hot Wheels: Custom Cruiser 1/4,Black & Yellow,Clear,Black,China
2004,'57 Chevy Bel Air,Auto Affinity: Rockin' Rods 3/4,Red,Clear,White,China
2004,'57 Chevy Bel Air,Auto Affinity: Rockin' Rods 3/4,Spectraflame Blue,Clear,White,China
2004,'57 Chevy Bel Air,Larry Wood's 35th Anniversary Set,Turquoise with White roof,Clear,White,China
2005,'57 Chevy Bel Air,Real Riders,Light metallic blue,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Pink,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Light Green,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Red,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Blue,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Blue,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Purple,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Dark Blue,Clear,White,Thailand
2005,'57 Chevy Bel Air,Classics (Series 1) 1/25,Spectraflame Gold,Clear,White,Thailand
2006,'57 Chevy Bel Air,Ultra Hots,Metalflake Blue,Clear,White,Thailand
2006,'57 Chevy Bel Air,Ultra Hots,Metalflake gray,Clear,White,Thailand
2006,'57 Chevy Bel Air,Holiday Rods 3/5,Metaflake Green,Clear,White,Malaysia
2006,'57 Chevy Bel Air,Holiday Rods 3/5,Metalflake Red,Clear,White,Malaysia
2006,'57 Chevy Bel Air,Holiday Rods 3/5,Metalflake Gold,Clear,White,Malaysia
2006,'57 Chevy Bel Air,Holiday Rods 3/5,Metalflake Blue,Clear,White,Malysia
2006,'57 Chevy Bel Air,Bone Blazers 3/5,Metallic Gray,Yellow Tint,Black,Malaysia
2006,'57 Chevy Bel Air,Bone Blazers 3/5,Metallic Gray,Yellow Tint,Black,Malaysia
2006,'57 Chevy Bel Air,Flying Customs,White,Tinted,Dark Red,Malaysia
2006,'57 Chevy Bel Air,Super Chromes,Chrome,Clear,Gray,Malaysia
2007,'57 Chevy Bel Air,Super Chromes 10-Pack,Chrome,Red,Black,Malaysia
2007,'57 Chevy Bel Air,Ultra Hots,Red,,,Malaysia
2008,'57 Chevy Bel Air,Team: Engine Revealers 3/4,Pearl White,Red,Black,Malaysia
2008,'57 Chevy Bel Air,Father's Day,"Metalflake Dark Red, w/White roof",Clear,White,Malaysia
2009,'57 Chevy Bel Air,Larry's Garage 9/20,Turquoise,Clear,White,Malaysia
2009,'57 Chevy Bel Air,Larry's Garage 9/20,Black,Clear,Gray,Malaysia
2009,'57 Chevy Bel Air,Larry's Garage 9/20,Metalflake Magenta,Clear,Tan,Malaysia
2009,'57 Chevy Bel Air,Larry's Garage 9/20,Metalflake Light Blue,Clear,Tan,Malaysia
2009,'57 Chevy Bel Air,Larry's Garage 21-Car Collection,Metalflake Light Gold,Black tint,Black,Malaysia
2010,'57 Chevy Bel Air,HW Performance 5/10,Black & Silver,Clear,Red,Malaysia
2010,'57 Chevy Bel Air,HW Performance 5/10,Black & Silver,Tinted (Red),Red,Malaysia
2010,'57 Chevy Bel Air,HW Performance 05/10,Red & Silver,Tinted,Black,Malaysia
2010,'57 Chevy Bel Air,HW Performance 05/10,Metallic Gold & Black,Tinted,Black,Malaysia
2010,'57 Chevy Bel Air,Hot Wheels Garage 7/39,Metalflake Copper,Brown tint,Pearl Gold,Malaysia
2010,'57 Chevy Bel Air,Hot Wheels Garage 7/39,Satin Black,Tinted,Dark Grey,Malaysia
2010,'57 Chevy Bel Air,Hot Wheels Garage 7/39,Metallic Steel Blue,Light Blue tint,Blue,Malaysia
2010,'57 Chevy Bel Air,Hot Wheels Garage 30-Car Set,Lime Green,Purple tint,Purple,Malaysia
2011,'57 Chevy Bel Air,Hot Wheels Garage: GM 6/22,Pearl Yellow & White,Tinted,Grey,Malaysia
2011,'57 Chevy Bel Air,Dale Jr.'s Picks 1/12,Orange,Smoke,Black,Malaysia
2012,'57 Chevy Bel Air,Hot Wheels Boulevard: Big Hits,Orange,Smoke,Dark Gray,Malaysia
2015,'57 Chevy Bel Air,Collector Edition,Unpainted,Clear,Gray,Malaysia
2004,'58 Thunderbird,Auto Affinity Kool & Kustom,Metalflake Light Blue,Clear,White,China
2004,'58 Thunderbird,Auto Affinity Kool & Kustom,Metalflake White,Clear,White,China
2004,'58 Thunderbird,Auto Affinity Kool & Kustom,Spectraflame Blue,Clear,White,China
2005,'58 Thunderbird,Mainline,Metalflake Silver,Clear,Grey,Malaysia
2005,'58 Thunderbird,Mainline,Metalflake Red,Smoke (tint),Grey,Malaysia
2007,'58 Thunderbird,Fright Cars 3/8,Metalflake Olive,Green tint,Dark Green,Thailand
2007,'58 Thunderbird,Fright Cars 5-Pack,Flat Brown,Orange tint,Orange,Thailand
2009,'58 Thunderbird,Connect Cars 46/50,White,Blue tint,Blue,Malaysia
2013,'58 Thunderbird,Jukebox 12/32,White & Red,Blue tint,Black,Malaysia
2016,'58 Thunderbird,Hot Wheels Garage 9/10,Green,Clear,White,Malaysia
2004,1959 Chevy (Hardnoze),2004 First Editions 24/100,Metalflake Dark Grey,Tinted (Black),Tan,Malaysia
2004,'62 Chevy,Auto Affinity: Motor City Muscle 4/4,Red,Clear,Red,China
2004,'62 Chevy,Auto Affinity: Rebel Rods 1/4,Black,Clear,White,China
2004,'62 Chevy,Auto Affinity: Rebel Rods 1/4,Metalflake Dark Blue,Clear,White,China
2004,'62 Chevy,Auto Affinity: Rebel Rods 1/4,Pearl Orange,Clear,White,China
2004,'62 Chevy,Hot Wheels Whips: Team Baurtwell (Old School),Metalflake Blue,Tinted,White,China
2004,'62 Chevy,Hot Wheels Whips: Team Baurtwell (Old School),Yellow,Tinted,Brown,China
2005,'62 Chevy,Real Riders,White,Clear,White,Malaysia
2006,'62 Chevy,Classics (Series 2) 2/30,Spectraflame Light Green,Clear,White,Thailand
2006,'62 Chevy,Classics (Series 2) 2/30,Spectraflame Dark Gold,Clear,White,Thailand
